LineCode,LineText,OriginalText,Comment,Speaker,StoryNode
line:5336a5,meine telefonnummer\nsteht auf der rückseite,my phone number is\non the back,,Original,GoatExtra
line:0260b8,"wenn also jemand sie\nfindet, ruft er mich an!","so if someone found\nit, they'd call me!",,Original,GoatExtra
line:c7900d,es sei denn...,unless...,,Original,GoatExtra
line:d41a6a,die haben wirklich geld\ngebraucht oder so was!?!,they really needed\nmoney or something!?!,,Original,GoatExtra
line:5d1a1a,...UND SIE IM INTERNET VERKAUFT!?,...AND SOLD IT ON THE INTERNET!?,,Original,GoatExtra
line:b08487,oh äh,oh uh,,Player,GoatExtra
line:39e331,keine sorge!,don't worry!,,Player,GoatExtra
line:3b5b8f,sie ist bestimmt noch irgendwo da draußen,i'm sure it's still out there,,Player,GoatExtra
line:aeab6a,ich versteh das internet einfach nicht,i just don't get the internet,,Original,GoatExtra
line:74bfc8,trau dem nicht,don't trust it,,Original,GoatExtra
line:5e700f,werd ich auch nie,never will,,Original,GoatExtra
line:3ea8a9,bitte finde meine uhr...,please find my watch...,If you talk to them again.,Original,GoatExtra
line:8ac825,BEVOR INTERNET-DIEBE\nSIE ZUERST FINDEN!!,BEFORE INTERNET THIEVES\nFIND IT FIRST!!,,Original,GoatExtra
line:d96b36,denkst du jemand hat\nes vielleicht aufgehoben?,do you think someone\nmight have picked it up?,"If you talk to the rabbit before you've found the headband, but are looking for it.",Player,RaceRabbitExtra
line:88f46d,glaub ich nicht..?,i don't think so..?,,Original,RaceRabbitExtra
line:b1b697,es sei denn,unless,,Original,RaceRabbitExtra
line:5311dc,jemand dachte es wär...,someone thought it...,,Original,RaceRabbitExtra
line:23e578,...müll...,...it was trash...,,Original,RaceRabbitExtra
line:214054,schon glück gehabt mit\nmeinem stirnband?,any luck finding\nmy headband yet?,If you talk to them again.,Original,RaceRabbitExtra
line:a27dcf,sorry,sorry,,Player,RaceRabbitExtra
line:bc62f4,noch kein glück,no luck yet,,Player,RaceRabbitExtra
line:bf2aa7,ok... danke,ok... thanks,,Original,RaceRabbitExtra
line:3f1e65,ich freu mich total\naufs frühstück!,i'm so stoked\nto eat breakfast!,,Original,RelaxedFrogStart
line:f33d5a,aber,but,,Player,RelaxedFrogStart
line:aeb6ed,es ist doch schon nachmittag?,it's already the afternoon?,,Player,RelaxedFrogStart
line:aeb91a,das frühstück von morgen!,tomorrow's breakfast!,,Original,RelaxedFrogStart
line:a2dfe9,es ist die beste\nmahlzeit des tages.,it's the best meal\nof the day.,,Original,RelaxedFrogStart
line:2b7200,manchmal wenn ich grad\nins bett will...,sometimes when i'm\nabout to go to bed...,,Original,RelaxedFrogStart
line:3e86b6,...werd ich bei dem gedanken so aufgeregt\ndass ich nicht einschlafen kann!,...i get so excited by the thought\nof it that i have trouble sleeping!,,Original,RelaxedFrogStart
line:e96648,was macht frühstück denn so toll?,so what makes breakfast so great?,If you talk to them again.,Player,RelaxedFrogStart
line:1c4b18,krass,dang,,Original,RelaxedFrogStart
line:b51670,hast du schon mal einen pancake gegessen?,you ever had a pancake before?,,Original,RelaxedFrogStart
line:1fd4aa,ja,yeah,,Player,RelaxedFrogStart
line:2db4db,bacon? waffeln?,bacon? waffles?,,Original,RelaxedFrogStart
line:baa002,eier? french toast?,eggs? french toast?,,Original,RelaxedFrogStart
line:eaecf5,EINE OBSTSCHALE!?!,A FRUIT BOWL!?!,,Original,RelaxedFrogStart
line:cae41c,ja zu allem!,yes to all!,,Player,RelaxedFrogStart
line:a7c084,du weißt also wovon ich rede!,so you know what i'm talking about!,,Original,RelaxedFrogStart
line:fc940c,lass dich nicht stören,don't mind me,If you talk to them again.,Original,RelaxedFrogStart
line:3ca22e,nur am tagträumen...,just daydreaming...,,Original,RelaxedFrogStart
line:4e5c44,...von zimtwaffeln,...about cinnamon waffles,,Original,RelaxedFrogStart
line:daaed9,versuch immer noch mich fürs\nnächste semester zu sammeln,still trying to get my act\ntogether for next semester,If you ask the Tough Bird about their student loans again.,Original,ToughBirdWhatsUp
line:977ba3,du brauchst noch 400 münzen?,you still need to find 400 coins?,,Player,ToughBirdWhatsUp
line:657539,ja...,yeah...,,Original,ToughBirdWhatsUp
line:06cf0f,der restbetrag von meinem studienkredit,the balance on my student loan,If you talk to them again.,Original,ToughBirdWhatsUp
line:7b59e6,oh,oh,,Player,ToughBirdWhatsUp
line:b8e654,aber ja,but yeah,,Original,ToughBirdWhatsUp
line:e699bc,ansonsten,other than that,,Original,ToughBirdWhatsUp
line:535fb6,so gut wie nichts,pretty much nothing,,Original,ToughBirdWhatsUp
line:282971,hey!,hey!,,Player,VolleyKidStart
line:eace1c,sieht so aus als hättet\nihr das netz aufgebaut!,looks like you got\nthe net set up!,,Player,VolleyKidStart
line:1b230a,spielt ihr zwei gleich\nvolleyball?,are you two gonna\nplay volleyball?,,Player,VolleyKidStart
line:b608c0,volleyball?,volleyball?,,Original,VolleyKidStart
line:5eae80,ne,nah,,Original,VolleyKidStart
line:236eea,wir haben unser EIGENES spiel erfunden,we invented our OWN game,,Original,VolleyKidStart
line:940bfd,ich glaub das wird das\nnächste große ding!,i think it's gonna be\nthe next big thing!,,Original,VolleyKidStart
line:c34252,alright!,alright!,,Player,VolleyKidStart
line:d452b2,CLAIRE!,CLAIRE!,,Original,VolleyKidStart
line:25637c,??,??,,Player,VolleyKidStart
line:ae6100,ich fordere DICH FÖRMLICH\nzu einer partie...,i FORMALLY challenge YOU\nto a game of...,,Original,VolleyKidStart
line:0da49e,STRANDSTOCKBALL!!!,BEACHSTICKBALL!!!,,Original,VolleyKidStart
line:0e7130,ooooOOOOoooo,ooooOOOOoooo,,RefereeKid,VolleyKidStart
line:fcd4d9,das heißt du MUSST mitspielen,that means you HAVE to play,,Original,VolleyKidStart
line:c54521,ja!!,yeah!!,,RefereeKid,VolleyKidStart
line:5874b0,du MUSST!!,you HAVE to!!,,RefereeKid,VolleyKidStart
line:a9599e,das ist das GESETZ!!,it's the LAW!!,,RefereeKid,VolleyKidStart
line:1ed3fe,gegen das gesetz kommst du nicht an!,you can't fight the law!,,Original,VolleyKidStart
line:5d1349,ok ok,ok ok,,Player,VolleyKidStart
line:1ecb33,ich spiel mit,i'll play,,Player,VolleyKidStart
line:9e0777,yaay!!,yaay!!,,RefereeKid,VolleyKidStart
line:e6d27a,also...,so...,,Player,VolleyKidStart
line:ab5157,wie spielt man das?,how do you play?,,Player,VolleyKidStart
line:27516b,geh rüber auf die\nandere seite vom feld,step over to the\nother side of court,,Original,VolleyKidStart
line:e49e25,und ich bring dir\nalles bei was ich weiß,and i'll teach you\neverything i know,,Original,VolleyKidStart
line:54218a,du musst auf die andere\nseite um mitzuspielen!,you gotta go to the\nother side to play!,,Original,VolleyKidStart
line:e1b41b,hey Julie!,hey julie!,,Player,RefereeKidStart
line:27af03,hi!!,hi!!,,Original,RefereeKidStart
line:d9a92b,wie läuft dein tag?,how's the day going?,,Player,RefereeKidStart
line:ec6e4b,wir spielen gleich spiele!!,we're gonna play games!!,,Original,RefereeKidStart
line:335d06,DEN GANZEN TAG!!,ALL DAY!!,,Original,RefereeKidStart
line:f5d2c6,klingt lustig!,sounds fun!,,Player,RefereeKidStart
line:bc462d,wie gefällt dir der große stuhl?,how do you like the big chair?,If you talk to them again.,Player,RefereeKidStart
line:d8124a,der ist super!!,it's great!!,,Original,RefereeKidStart
line:165d45,hmm,hmm,,Player,RefereeKidStart
line:fe982c,wo hast du den stuhl\neigentlich her?,where'd you get that\nchair from anyway?,If you talk to them again.,Player,RefereeKidStart
line:01280d,wir haben ihn geklaut!!,we stole it!!,,Original,RefereeKidStart
line:ff0db0,oh,oh,,Player,RefereeKidStart
line:c12629,bringst du ihn zurück\nwenn ihr fertig seid?,are you gonna return\nit when you're done?,If you talk to them again.,Player,RefereeKidStart
line:0a45f1,nope!!,nope!!,,Original,RefereeKidStart
line:269405,ihr solltet den stuhl\nwahrscheinlich zurückbringen,you two should probably\nreturn that chair,If you talk to them again.,Player,RefereeKidStart
line:27aaa2,hmmm!!,hmmm!!,,Original,RefereeKidStart
line:f6916a,vielleicht!!,maybe!!,,Original,RefereeKidStart
line:825d07,also,so,,Original,VolleyballGameStart
line:4e330b,strandstockball hat nur\ndrei einfache Regeln,beachstickball has only\nthree simple rules,,Original,VolleyballGameStart
line:2efd90,REGEL NUMMER EINS!,RULE NUMBER ONE!,,Original,VolleyballGameStart
line:3feb13,schlag den Ball mit deinem Stock,hit the ball with your stick,,Original,VolleyballGameStart
line:ddd9ff,"ja, hau richtig drauf!!",yeah hit it real hard!!,,RefereeKid,VolleyballGameStart
line:d23681,REGEL NUMMER ZWEI!,RULE NUMBER TWO!,,Original,VolleyballGameStart
line:0d0089,lass ihn nicht den Boden berühren,don't let it hit the ground,,Original,VolleyballGameStart
line:5d7570,"na ja, meistens...","i mean, for the most part...",,Original,VolleyballGameStart
line:5c85e8,Julie ist die Schiedsrichterin\nalso liegt alles bei ihr!,julie is the ref\nso it's all up to her!,,Original,VolleyballGameStart
line:5bd30a,alles liegt bei mir!!,it's all up to me!!,,RefereeKid,VolleyballGameStart
line:c7ce89,REGEL NUMMER DREI!,RULE NUMBER THREE!,,Original,VolleyballGameStart
line:b5583e,glaub an dich selbst,believe in yourself,,Original,VolleyballGameStart
line:4156f6,das ist die wichtigste Regel,that's the most important rule,,Original,VolleyballGameStart
line:3f7cc4,vergiss das NIE!!,don't EVER forget it!!,,RefereeKid,VolleyballGameStart
line:f3d19e,das war's im großen und ganzen,that's pretty much it,,Original,VolleyballGameStart
line:d16a9a,bist du bereit?,are you ready?,,Original,VolleyballGameStart
line:0a8cf6,ich glaub schon?,i guess so?,,Player,VolleyballGameStart
line:41bacf,die Antwort ist NEIN!,the answer is NO!,,Original,VolleyballGameStart
line:6c5cfa,du musst zuerst deinen Stock ausrüsten!,you need to equip your stick first!,,Original,VolleyballGameStart
line:e99927,OK FERTIG LOS!!!,OK READY SET GO!!!,,Original,VolleyballGameStart
line:e7e466,du musst den STOCK ausrüsten!!,you need to equip the STICK!!,If you don't have the stick equipped.,Original,VolleyballGameMain
line:f20676,...,...,,Original,VolleyballGameMain
line:b88e3a,"ich spiel nicht mit, wenn du\nschon wieder die Spitzhacke benutzt...",i'm not gonna play if you're\ngonna use the pickaxe again...,If you break the ball with the pickaxe.,Original,VolleyballGameMain
line:515e71,OK FERTIG LOS!!!,OK READY SET GO!!!,,Original,VolleyballGameMain
line:365ee6,OK LOS GEHT'S!!!,OK HERE WE GO!!!,,Original,VolleyballGameMain
line:e67793,OK AUF GEHT'S!!!,OK LET'S DO THIS!!!,,Original,VolleyballGameMain
line:c6acf5,OK OK OK LOOOS!!!,OK OK OK GOOO!!!,,Original,VolleyballGameMain
line:574ca3,ZEIT ZUM DUELL!!!,TIME TO DUEL!!!,,Original,VolleyballGameMain
line:aa4bed,ups,oops,,Player,FirstVolleyLost
line:5dadd5,hab ich verloren?,did i lose?,,Player,FirstVolleyLost
line:52cd58,NÖ!!,NOPE!!,,RefereeKid,FirstVolleyLost
line:f8372e,man kann nie verlieren!!,you can never lose!!,,RefereeKid,FirstVolleyLost
line:765cd5,wenn man Strandstockball spielt...,when you play beachstickball...,,Original,FirstVolleyLost
line:f0410f,ALLE gewinnen!,EVERYONE wins!,,Original,FirstVolleyLost
line:28f450,...,...,,Original,FirstVolleyLost
line:d91e60,außer man lässt den Ball platzen,except if you pop the ball,,Original,FirstVolleyLost
line:b5a094,dann hat man wohl verloren,then i guess you lose,,Original,FirstVolleyLost
line:143677,ansonsten,otherwise,,Original,FirstVolleyLost
line:03da1b,Strandstockball ist ein\nreines Koopspiel!,beachstickball is a\npurely coop game!,,Original,FirstVolleyLost
line:557881,du meinst Ko-op-Spiel?,you mean co-op game?,,Player,FirstVolleyLost
line:cca8a2,"ja, ein Koopspiel!","yeah, a coop game!",,Original,FirstVolleyLost
line:8ef8db,"das heißt, wir arbeiten zusammen\nfür einen Highscore!",it means we work together\nto get a high score!,,Original,FirstVolleyLost
line:d6d71e,das klingt schön,that sounds nice,,Player,FirstVolleyLost
line:99ffbb,"wir kriegen einen Punkt für\njeden Pass, den wir schaffen",we get a point for\nevery pass we make,,Original,FirstVolleyLost
line:f477a3,"wenn wir 10 Punkte schaffen,\nkriegst du einen Preis!",if we can get to 10 points\ni'll give you a prize!,,Original,FirstVolleyLost
line:22ba0c,du hast schon 10 Punkte!!,you already got 10 points!!,,RefereeKid,FirstVolleyLost
line:d5064e,dein Punktestand ist {{BallHits}},your score is {{BallHits}},,RefereeKid,FirstVolleyLost
line:bf1b68,oh!,oh!,,Original,FirstVolleyLost
line:0d566e,na ja,well,,Original,FirstVolleyLost
line:2da316,dann schuld ich dir wohl einen Preis!,i guess i owe you a prize!,,Original,FirstVolleyLost
line:b69933,wir haben SCHON 30 PUNKTE?!?!,we ALREADY hit 30 POINTS?!?!,,Original,FirstVolleyLost
line:c88b21,wir haben SCHON 20 Punkte?!,we ALREADY hit 20 points?!,,Original,FirstVolleyLost
line:ba370a,"das ist mehr, als wir\njemals geschafft haben!!",that's more than\nwe've ever done before!!,,Original,FirstVolleyLost
line:3e117b,Claire...,claire...,,Original,FirstVolleyLost
line:0ead04,du bist ein WUNDERKIND!,you're a PRODIGY!,,Original,FirstVolleyLost
line:905691,nimm diese goldene Feder,take this golden feather,,Original,FirstVolleyLost
line:95a4d1,und außerdem,and also,,Original,FirstVolleyLost
line:dd9f1f,nimm das hier,take this,,Original,GiveVolleyPrize
line:098c2d,du bist echt gut!,you're really good!,,Original,GiveVolleyPrize
line:f7626c,hmm,hmm,,Original,GiveVolleyPrize
line:0b898c,"ich wollte dir auch einen\nzweiten Preis geben, weil du 20 geschafft hast!",i also wanted to give you a\nsecond prize for making it to 20!,,Original,GiveVolleyPrize
line:b5b3e5,...,...,,Original,GiveVolleyPrize
line:b32983,mit deinem Talent schaffen\nwir vielleicht sogar 20!,"with your skill, we might even\nbe able to make it to 20!",,Original,GiveVolleyPrize
line:fed812,aber das wäre trotzdem\nziemlich schwer...,but that would still\nbe pretty hard...,,Original,GiveVolleyPrize
line:0905b1,NEEEEEEEEEEEEEEEIN,NOOOOOOOOOOOOOOOO,If you pop the ball with the pickaxe.,Original,PoppedBallEnd
line:cf975b,...wie?,...how?,,Original,PoppedBallEnd
line:3efb69,...warum??,...why??,,Original,PoppedBallEnd
line:5115e6,äh!,uh!,,Player,PoppedBallEnd
line:168874,sorry,sorry,,Player,PoppedBallEnd
line:1ab33e,das war vielleicht keine gute Idee,maybe that was a bad idea,,Player,PoppedBallEnd
line:1bca05,"mach's einfach nicht nochmal, ok?","just don't do it again, ok?",,Original,PoppedBallEnd
line:f6567e,HEY!,HEY!,If you do it again.,Original,PoppedBallEnd
line:3de0b4,"ich hab gesagt, das nicht\nnochmal zu machen!",i said not to do\nthat anymore!,,Original,PoppedBallEnd
line:16e478,mach's nochmal!!,do it again!!,,RefereeKid,PoppedBallEnd
line:1cf085,Julie!,julie!,,Original,PoppedBallEnd
line:58eb8b,"ich find's toll, wenn er platzt!!",i like it when it pops!!,,RefereeKid,PoppedBallEnd
line:1b2f57,aber ich versuch hier zu spielen!,but i'm trying to play the game!,,Original,PoppedBallEnd
line:1e8e7e,HAHAHA!!,HAHAHA!!,If you do it again.,RefereeKid,PoppedBallEnd
line:5ce6cd,so lustig!!,so fun!!,,RefereeKid,PoppedBallEnd
line:13a4d9,ugh,ugh,,Original,PoppedBallEnd
line:117144,ich geb dir die GANZE\nKohle aus meiner Tasche!,i'm gonna give ya ALL the\nmoney in my pocket!,When the volley kid gives you a prize.,Original,GiveVolleyPrize2
line:07918d,"woah, das ist ganz schön viel","woah, that's a lot",,Player,GiveVolleyPrize2
line:49f634,ich will nicht deine\nganze Kohle nehmen,i don't wanna take\nall your money,,Player,GiveVolleyPrize2
line:7ca8d6,ist schon ok!,it's ok!,,Original,GiveVolleyPrize2
line:a714a1,meine Familie ist reich,my family's rich,,Original,GiveVolleyPrize2
line:8a4237,oh,oh,,Player,GiveVolleyPrize2
line:3e0023,na ja,well,,Player,GiveVolleyPrize2
line:384b5a,"ok, na gut",ok i guess,,Player,GiveVolleyPrize2
line:e1940b,ehrlich gesagt,honestly,If the player got more than 30 points on the same game of beackstickball.,Original,GiveVolleyPrize2
line:989dbe,"ich hätte nie gedacht,\ndass 30 möglich ist...",i never even thought\n30 was possible...,,Original,GiveVolleyPrize2
line:43798e,ich will dir noch\netwas geben,i wanna give you\none more thing,Jumps head to the next prize.,Original,GiveVolleyPrize2
line:d80175,total!,totally!,"When the player agrees to doing a different race, you select it from this dialogue.",Original,RaceSelectMenu
line:0aaa4a,welches Rennen willst du machen?,what race you wanna do?,,Original,RaceSelectMenu
line:0c77af,das Leuchtturm-Rennen,the lighthouse race,Dialogue choice.,Player,RaceSelectMenu
line:49eef5,das Rennen zum verlassenen Gebäude,the abandoned building race,Dialogue choice.,Player,RaceSelectMenu
line:16f4bc,das Gipfel-Rennen,the mountaintop race,Dialogue choice.,Player,RaceSelectMenu
line:dbcf58,ist schon gut,nevermind,Dialogue choice.,Player,RaceSelectMenu
line:d7ff0b,lass uns rennen!,let's race!,Dialogue choice.,Player,BeforeRaceMenu
line:90fa0a,noch nicht,not yet,Dialogue choice.,Player,BeforeRaceMenu
line:24e047,lass uns eine Revanche machen!,let's do a rematch!,Dialogue choice.,Player,BeforeRaceMenu
line:e3bea3,ja!,yes!,When you choose the Lighthouse race.,Original,LighthouseRaceRetry
line:83f068,lass uns rübergehen,let's head over there,,Original,LighthouseRaceRetry
line:a892f3,okidoki!,okey dokey!,When you choose the Mountain Top race.,Original,MountainTopRaceRetry
line:f2a32f,lass uns zur\nStartlinie gehen!,let's go to the\nstarting line!,,Original,MountainTopRaceRetry
line:11d911,halloooo,helloooo,If you talk to Avery while she's swimming.,Original,AfterRaceIntro
line:c042b5,trete hier nur so Wasser,just treading water here,,Original,AfterRaceIntro
line:8aaa6d,"es fühlt sich gut an, kurz reinzuspringen!",it feels nice to take a dip!,,Original,AfterRaceIntro
line:a35292,hey!,hey!,When you talk to Avery.,Original,AfterRaceIntro
line:2120f5,was geht?,what's up?,,Original,AfterRaceIntro
line:b5c178,hallo nochmal!,hello again!,,Original,MountainTopRaceIntro
line:75273a,ÄH,UH,,Original,MountainTopRaceIntro
line:771653,ich hab da so 'ne verrückte Idee!,i've got a bit of a crazy idea!,,Original,MountainTopRaceIntro
line:80b852,aber es ist so...,but it's like...,,Original,MountainTopRaceIntro
line:f5e753,eine gute verrückte Idee,a good crazy idea,,Original,MountainTopRaceIntro
line:e5f127,hörst du mir kurz zu?,will ya hear me out?,,Original,MountainTopRaceIntro
line:03f7fe,klar!,sure!,,Player,MountainTopRaceIntro
line:6bbdb1,ok also,ok so,,Original,MountainTopRaceIntro
line:3680ac,"was, wenn...",what if...,,Original,MountainTopRaceIntro
line:57c371,wir um die Wette rennen...,we raced...,,Original,MountainTopRaceIntro
line:7ec37a,GANZ BIS ZUM GIPFEL!?,ALL THE WAY TO THE SUMMIT!?,,Original,MountainTopRaceIntro
line:919738,woah,woah,,Player,MountainTopRaceIntro
line:06b00f,das ist eine verrückte Idee,that is a crazy idea,,Player,MountainTopRaceIntro
line:6f81db,aber eine GUTE!,but a GOOD one!,,Original,MountainTopRaceIntro
line:7deab5,die Regeln sind einfach,the rules are simple,,Original,MountainTopRaceIntro
line:d739b0,"wer zuerst oben ist, GEWINNT!",first one to the top WINS!,,Original,MountainTopRaceIntro
line:43c890,"ich hab nur <color=red>9 Federn,</color> also","i only have <color=red>9 feathers,</color> so",,Original,MountainTopRaceIntro
line:ebac34,"benutz nicht mehr als das, ok?","don't use more than that, k?",,Original,MountainTopRaceIntro
line:316905,OH,OH,,Original,MountainTopRaceIntro
line:ccf582,und noch eine Sache,and one more thing,,Original,MountainTopRaceIntro
line:05fbc8,nimm das hier!,take this!,,Original,MountainTopRaceIntro
line:7d1c33,"es ist ein langes Rennen, also",it's a long race so,,Original,MountainTopRaceIntro
line:43304b,"du kannst mich anrufen, wenn du neu starten willst",you can call me if you want to restart,,Original,MountainTopRaceIntro
line:8d9473,alles klar?,all good?,,Original,MountainTopRaceIntro
line:380685,du willst also bis GANZ NACH OBEN rennen?!,so you wanna race to THE TOP?!,,Original,MountainTopRaceIntro
line:2fe636,hallo nochmal!,hello again!,,Original,MountainTopRaceIntro
line:8d80dc,willst du eine Revanche bis nach oben?,you wanna rematch to the top?,,Original,MountainTopRaceIntro
line:5efe99,hallo nochmal!,hello again!,,Original,LighthouseRaceIntro
line:575305,"ich hab noch eine Strecke,\ndie ich rennen will!",i've got another route\ni want to race!,,Original,LighthouseRaceIntro
line:6acfc5,klar!,sure!,,Player,LighthouseRaceIntro
line:e6d1ec,ich bin interessiert,i'm interested,,Player,LighthouseRaceIntro
line:ff97ca,ok also,ok so,,Original,LighthouseRaceIntro
line:9aad90,hier sind die Regeln,here's the rules,,Original,LighthouseRaceIntro
line:172a64,"wer zuerst die Leuchtturmtür\nberührt, GEWINNT!",first one to touch the\nlighthouse door WINS!,,Original,LighthouseRaceIntro
line:2bd292,AUSSERDEM,ALSO,,Original,LighthouseRaceIntro
line:237683,lass uns nur <color=red>3 goldene\nFedern</color> während des Rennens benutzen!,let's only use <color=red>3 golden\nfeathers</color> during the race!,,Original,LighthouseRaceIntro
line:cc633a,"...weil das alles ist, was\nich gerade dabei hab",...cuz that's all i\nhave on me right now,,Original,LighthouseRaceIntro
line:574922,klingt gut?,sound good?,,Original,LighthouseRaceIntro
line:14c2f7,wie wär's mit dem Leuchtturm-Rennen?,so how about that lighthouse race?,,Original,LighthouseRaceIntro
line:268687,heyo!,heyo!,,Original,LighthouseRaceIntro
line:45f6f6,willst du eine Revanche zum Leuchtturm?,you wanna rematch to the lighthouse?,,Original,LighthouseRaceIntro
line:ab370b,"oh, eigentlich",oh actually,,Original,BeginRace
line:a54eab,du solltest vielleicht ein Paar\n<color=red>Laufschuhe</color> finden,you might want to find\na pair of <color=red>running shoes</color>,,Original,BeginRace
line:803b99,die sind ziemlich wichtig für\ngute Lauftechnik!,they're pretty crucial to\ngood running technique!,,Original,BeginRace
line:123690,ich renn trotzdem!,i'll race anyway!,Dialogue choice.,Player,BeginRace
line:93490f,"warte, ist schon gut","wait, nevermind",Dialogue choice.,Player,BeginRace
line:dd0e94,"haha, ok",haha ok,,Original,BeginRace
line:146e8c,auf geht's!,lets do this!,,Original,BeginRace
line:2aa83d,GENIAL,AWESOME,,Original,BeginRace
line:1b697e,auf geht's!,let's do this!,,Original,BeginRace
line:ce1080,ok,ok,,Original,RefuseRace
line:d49680,dann bis später?,see you later then?,,Original,RefuseRace
line:594168,tschüss!,bye!,Dialogue choice.,Player,AfterRaceMenu
line:d65d10,willst du eine Revanche?,want to do a rematch?,Dialogue choice.,Player,AfterRaceMenu
line:1b252c,warum nicht beim Marathon mitmachen?,why not join the marathon?,Dialogue choice.,Player,AfterRaceMenu
line:38a545,lass uns ein anderes Rennen machen!,let's do a different race!,Dialogue choice.,Player,AfterRaceMenu
line:31f6ee,ich bin dabei!!,i'm down!!,,Original,RestartRace
line:e981e0,lass uns das nochmal versuchen!,let's try it again!,,Original,RestartRace
line:48b1cc,total!!,totally!!,,Original,RestartRace
line:c6011c,ich mach's diesmal besser!,i'll do better this time!,,Original,RestartRace
line:58704a,man sieht sich!,see ya!,If you decline to race.,Original,NothingRace
line:a4f965,ich hab {{BallHits}} Treffer gezählt!!,i counted {{BallHits}} hits!!,,RefereeKid,RegularVolleyLost
line:146aab,ich hab {{BallHits}} Treffer gezählt!!,i counted {{BallHits}} hits!!,,RefereeKid,RegularVolleyLost
line:cbb0e6,JA!,YES!,When you hit 10 points in beackstickball.,Original,RegularVolleyLost
line:70f185,wir haben's geschafft!,we did it!,,Original,RegularVolleyLost
line:7f2baf,wie versprochen hab ich\neinen Preis für dich!,"as promised, i've got\na prize for you!",When you hit 30 points.,Original,RegularVolleyLost
line:f6e9a8,"HEILIGER STROHSACK, WIR HABEN 30!!",HOLY MOLY WE HIT 30!!,,Original,RegularVolleyLost
line:ef85aa,WIR HABEN 20!!,WE HIT 20!!,When you hit 20 points.,Original,RegularVolleyLost
line:43af48,DAS IST MEIN NEUER REKORD!!,THAT'S MY NEW RECORD!!,,Original,RegularVolleyLost
line:5a7432,äh äh,uh uh,,Original,RegularVolleyLost
line:0ad676,ich muss mir was als Belohnung einfallen lassen!!,i gotta come up with a reward!!,,Original,RegularVolleyLost
line:ec7f6d,aber ich hab {{BallHitsMore}} gezählt!,but i counted {{BallHitsMore}}!,"This happens the second time you lose at beachstickball, and no other events happen.",Original,NoVolleyPrize
line:d6e93d,der Aufschlag zählt nicht!!,the serve doesn't count!!,,RefereeKid,NoVolleyPrize
line:0ae27d,was?,what?,,Original,NoVolleyPrize
line:86fe8b,der zählt total!,it totally counts!,,Original,NoVolleyPrize
line:5ac4bd,"was denkst du, Claire?","what do you think, claire?",,Original,NoVolleyPrize
line:d7cd87,der zählt!,it counts!,Dialogue choice.,Player,NoVolleyPrize
line:c2f4b1,der zählt nicht wirklich...,it doesn't really count...,Dialogue choice.,Player,NoVolleyPrize
line:7b5de3,siehst du!,yeah see!,If you agree it counts.,Original,NoVolleyPrize
line:a4bd76,na gut!!,fine!!,,RefereeKid,NoVolleyPrize
line:52d7a2,dann hast du {{BallHits}} Punkte,you got {{BallHits}} points then,,RefereeKid,NoVolleyPrize
line:79124f,ach komm schon,aw come on,If you think the serve doesn't count.,Original,NoVolleyPrize
line:34565b,sorry..,sorry..,,Player,NoVolleyPrize
line:3be986,da bin ich bei Julie,i'm with julie on this one,,Player,NoVolleyPrize
line:9cbf45,ja!!,yeah!!,,RefereeKid,NoVolleyPrize
line:123b6b,"na gut, na gut",fine fine,,Original,NoVolleyPrize
line:a65662,das ist ein neuer Rekord!!,that's a new record!!,When you make a new high score!,Original,NoVolleyPrize
line:c45080,wir sind echt ein tolles Team!,we make a pretty great team!,,Original,NoVolleyPrize
line:fc0537,du machst das super!,you're doing great!,,Original,NoVolleyPrize
line:f32d4c,na ja,well,,Player,NoVolleyPrize
line:f17f95,du bist viel besser,you're a lot better,,Player,NoVolleyPrize
line:e2e15a,du lässt den Ball nie fallen!,you never drop the ball!,,Player,NoVolleyPrize
line:0e9756,stimmt schooon,trueee,,Original,NoVolleyPrize
line:4ec1da,stark!,solid!,,Original,NoVolleyPrize
line:ce163d,"oh, fast geschafft!","oh, almost there!",,Original,NoVolleyPrize
line:a0fd91,"oh, fast wieder bei 10!","oh, almost 10 again!",,Original,NoVolleyPrize
line:96cc5f,nicht schlecht!,not bad!,,Original,NoVolleyPrize
line:d99dc5,das ist ein guter Start!,that's a good start!,,Original,NoVolleyPrize
line:0f4a14,"warte, was?",wait what?,When you get past 30 points on the first try of the game.,Original,GiveVolleyPrize3
line:930ae0,"ich hab gesagt, du hast {{BallHits}} Punkte!",i said you got {{BallHits}} points!,,RefereeKid,GiveVolleyPrize3
line:9c5f67,WIR HABEN ÜBER 30 PUNKTE GESCHAFFT!?,WE GOT PAST 30 POINTS!?,,Original,GiveVolleyPrize3
line:ed88e9,"ich wusste nicht mal,\ndass das möglich ist!",i didn't even know\nthat was possible!,,Original,GiveVolleyPrize3
line:d0bf44,hmm,hmm,,Original,GiveVolleyPrize3
line:d0340b,das verdient den allerspeziellsten Preis,that deserves the most specialest prize,,Original,GiveVolleyPrize3
line:109308,aber ich hab dir schon meine ganze Kohle gegeben...,but i already gave you all my money...,,Original,GiveVolleyPrize3
line:e19113,ist schon ok!,it's ok!,,Player,GiveVolleyPrize3
line:fdad43,ich brauch nichts,i don't need anything,,Player,GiveVolleyPrize3
line:4e5eeb,"doch, brauchst du!!",yes you do!!,,Original,GiveVolleyPrize3
